game_id,player_id,game_title,game_rating,game_demo_graphics,genre,age,gender,playing_time,study_time,review_category,game_review,preferred_genre
2e45e565-457d-4e64-bb67-73a51a65ecac,cfe8a74e-0cf3-4a0b-87d0-873c4ffdee35,Integrated logistical hardware,9,Medium,RPG,18,Other,3.64,6.44,negative,Horrible worst disappointed worst poor poor boring worst.,Strategy
f8def3d9-e873-4064-8756-183f3030fb36,28378ec8-6786-423e-a6d8-f2c00a2435f0,Synchronized impactful time-frame,2,Ultra,Strategy,17,Other,4.08,5.49,negative,Boring disappointed terrible horrible poor terrible unsatisfactory boring.,Strategy
b5a02847-2d41-4bf9-ab19-85882e3e9c0f,0a2ccdeb-78b5-4e4e-ada4-16f245cebedd,Digitized composite functionalities,1,High,Adventure,21,Female,3.09,5.7,neutral,Acceptable standard mediocre mediocre decent acceptable.,Adventure
084056bf-fa51-4a75-bd63-ef4adc7d8386,698ed74c-4a74-4524-8d5b-5d45578f24b3,Persistent bandwidth-monitored infrastructure,5,Ultra,RPG,18,Male,4.36,5.06,positive,Awesome satisfied good love awesome.,RPG
4e2f0158-a332-47bd-a202-6557dc18761b,046a787e-efa2-4ca8-8384-69ecd00325cb,Stand-alone bifurcated access,4,High,Strategy,19,Female,3.16,5.19,neutral,Acceptable average mediocre decent standard acceptable decent.,Simulation
eda2359c-b6d8-449d-b3bc-da1e0fd7eaa3,578813de-7549-455e-8e79-b49f5377ec54,Operative logistical task-force,9,High,Simulation,17,Other,2.65,6.02,positive,Superb good amazing awesome awesome.,Simulation
42f28919-0adf-49bd-8fbf-bf812aa6c7e1,0e43c4f6-7037-4047-ba71-0f70401f33fd,Stand-alone background approach,8,Low,Action,19,Other,2.33,6.44,positive,Excellent nice amazing fantastic great great.,Action
eb90231e-8c80-4650-9e6f-9a84ce007555,c1757ae4-c0e2-4459-82fa-d7d54f8c6138,Persistent real-time installation,6,Medium,Simulation,19,Female,4.25,5.0,neutral,Not Bad decent fine decent not bad acceptable okay.,Simulation
1a5ae23b-27ae-4459-82c7-64be7a51396a,df67fb43-0f62-4f83-9205-19a6aa5b0e2f,Multi-layered content-based hub,6,Low,Adventure,19,Male,2.57,5.86,neutral,Okay ordinary not bad acceptable standard fine.,Adventure
3d2eaa7f-a7f7-48fd-81c9-cd09572ffdff,2ea58645-079d-41cc-9157-613f045661ec,Adaptive reciprocal emulation,10,High,Strategy,21,Other,0.86,8.0,positive,Fantastic love nice good.,Strategy
cea14714-eb20-4f11-995e-13f64dc83bd9,a986fc89-66c9-4a70-842b-935f7771d4d3,Multi-layered client-server extranet,7,Low,Action,15,Non-binary,4.6,4.23,neutral,Standard fine okay.,Sports
e79f4b3e-a53b-43cc-b9b7-dfe33ed069fd,9c21e54e-57cb-4115-9610-0026017e0e2d,Extended actuating matrices,7,High,Simulation,17,Other,3.46,6.03,positive,Satisfied good good fantastic.,Simulation
a9097eea-fdf3-41f1-b9c0-8d96b4ad06a4,90b029f7-0a2c-4235-83ea-41717c3bebda,Down-sized optimal structure,4,Medium,RPG,16,Male,5.52,4.25,negative,Disappointed hate terrible worst worst.,RPG
372befe5-2380-4f35-8132-e8c93074d917,9ecef4a4-9970-4047-9763-9358c24eb2f7,Total 24/7 pricing structure,1,Low,RPG,15,Female,4.68,5.61,negative,Terrible disappointed poor horrible boring unsatisfactory.,RPG
960b85ed-7b3c-4716-b209-bb8cde00499a,7fc4e65f-6e80-437c-a9b3-b22dea400304,User-centric transitional methodology,10,Ultra,Adventure,21,Other,1.05,7.94,negative,Worst terrible bad horrible awful awful.,Adventure
6e6bd82a-5a26-44ce-a010-57c357308b94,c6348640-83c7-4b40-9f84-f0870e165d41,Diverse uniform extranet,10,Ultra,Strategy,16,Female,3.92,4.87,neutral,Ordinary mediocre mediocre.,Strategy
3f7d2abf-04e6-41b4-a57a-118a9041fc71,6a9031d5-481f-4a1a-a7b4-64dce5b5fde5,Open-source directional function,3,Medium,Strategy,16,Male,4.83,4.28,neutral,Not Bad fair ordinary not bad fine fine mediocre.,Action
e9314f07-b258-4f2a-9ee2-2a6410a94da2,4b91927c-f867-4c17-bba3-79af86137844,Virtual exuding pricing structure,7,Low,Adventure,17,Other,3.61,5.92,neutral,Decent acceptable average ordinary average ordinary decent.,Adventure
de1b7776-71d7-4888-b6c4-31267f0d58c3,51e08cfd-add5-49ee-a43e-bcc0f2751cc3,Sharable 5thgeneration hardware,2,High,Strategy,18,Other,3.95,5.1,negative,Horrible worst disappointed poor bad poor.,Sports
4a918d43-8ef3-4f5b-8214-c1c2ec037db2,841f2035-e1c7-45e7-9f3d-44fd9a5a704d,Triple-buffered content-based groupware,8,Medium,RPG,18,Male,5.06,3.44,positive,Amazing fantastic love.,RPG
6a7d5bdf-3a80-4755-8731-cb867c46c989,05c28167-afc8-4fee-88d7-fc1eec4ae7ee,Decentralized intermediate database,8,Ultra,Simulation,15,Female,4.71,4.62,positive,Satisfied good nice good good superb fantastic.,Simulation
33976c1e-1cfb-4cfd-9a66-fdb3261048ca,ce06a1f1-7571-4599-b734-7840c227f63f,Function-based solution-oriented function,10,Ultra,Action,15,Non-binary,3.99,4.83,positive,Amazing satisfied satisfied satisfied.,Action
74dce892-8cdc-4f51-a602-ed00b742def8,bfa270db-e338-42c8-be6e-e396730c4ff1,Pre-emptive optimizing paradigm,3,Low,Adventure,16,Other,4.28,5.26,neutral,Average fair average mediocre.,Adventure
8a044fcd-cf24-4330-9ee4-7efb7d424863,08c546dc-d36a-4c4c-a0de-ce1c0fb75330,Inverse explicit open architecture,6,Medium,Action,21,Non-binary,1.53,7.29,positive,Good good good love.,Simulation
054f2207-abeb-431c-9f59-62c5bd2efdfc,0b4e6369-60c9-40f2-bb20-a59516e8dd27,Public-key zero tolerance matrix,5,High,Adventure,20,Female,1.88,6.39,neutral,Average standard fine not bad acceptable acceptable decent fine.,Adventure
294d4c6c-8b9e-47be-abd2-0c73172ab45f,d35c4347-28b3-4168-8e34-7ae1f1045afd,Open-architected 24/7 budgetary management,10,High,Sports,15,Non-binary,5.91,2.67,positive,Amazing good love satisfied excellent excellent.,Sports
6b9ec7f9-cc90-4b5b-98d1-00d2624b918d,7985d777-3e62-4ce4-87da-109e6eac6e65,Seamless needs-based analyzer,1,Ultra,Sports,20,Other,1.73,7.45,neutral,Okay okay decent.,Sports
74a59b17-3875-4c51-b64f-4025709844e0,e319586f-335b-49aa-9e25-b9e81bd2b0d8,Switchable 5thgeneration complexity,2,Ultra,RPG,17,Female,5.65,4.36,negative,Awful bad disappointed bad poor worst.,RPG
b0420666-2dfa-4b52-8c93-05ece0d88f4f,68f3ef91-d15f-423b-8500-17458c1617fc,Automated 24hour functionalities,6,Medium,Simulation,19,Male,2.4,7.87,negative,Poor disappointed horrible horrible.,Simulation
8f3e12e8-b387-43a3-bd61-7d00bdbc16c8,841e9592-cc15-4fc3-960a-509d2196635a,Managed encompassing implementation,1,Medium,Strategy,15,Male,4.31,5.07,neutral,Not Bad fine mediocre not bad fair fine.,Strategy
c9d72386-c1d4-423f-a299-3e94b76cefea,7c2d3fc8-1f18-4fee-9ac5-bdb0495a89c4,User-centric human-resource hardware,5,Low,RPG,18,Non-binary,4.47,4.28,positive,Good love satisfied good.,RPG
9a7e2b7c-b5e0-4598-9ff6-4003e1835cd8,8c8f6cdf-f862-46c3-abc2-da205609bf03,Vision-oriented contextually-based focus group,4,Medium,Action,19,Other,1.7,7.44,negative,Poor bad hate hate worst awful unsatisfactory.,Action
07aee59b-a6b4-42f9-9e0d-d012773bdfb1,18be57c7-b4f4-4c54-a359-fe21512bc89e,Devolved actuating flexibility,8,High,RPG,18,Non-binary,4.47,4.43,positive,Awesome superb amazing awesome.,Adventure
c10c347a-a8d1-43c5-aa78-62a73aac926c,2d56ae69-b1fe-4d66-bf4b-486421bf8fd6,Organized upward-trending array,5,Medium,Strategy,18,Male,4.18,5.51,positive,Love superb fantastic superb fantastic excellent.,Strategy
cfb274e3-32c2-4760-ae86-3e809188647d,63841a4b-e656-4caf-8370-dd4404998e8f,Enhanced reciprocal hierarchy,10,High,RPG,18,Non-binary,3.31,5.88,positive,Nice love amazing amazing.,RPG
e83ade5f-f878-4bb6-9e19-36195276ec3a,2e3093c1-925c-4ce9-82e1-ad4a33943f53,Monitored hybrid architecture,9,Medium,RPG,21,Non-binary,0.93,7.36,positive,Love love awesome excellent nice nice.,RPG
9ce70797-d2b6-449b-b2ba-6e4cbc452a6d,fccd287a-e390-4159-b2d1-af8582714f25,Realigned empowering firmware,1,High,Adventure,17,Non-binary,2.84,6.06,negative,Worst boring awful.,Sports
25ead57a-0c67-48ba-a17a-2755cd7d59b1,861af9b3-9605-4a12-92f5-66165f8d9402,Ameliorated 4thgeneration matrix,2,Ultra,RPG,21,Other,1.72,7.09,neutral,Not Bad average fine decent decent not bad okay.,RPG
a1bb76c2-793f-4a2d-aedc-dd1b1f4dd253,bbe308e4-5910-4b65-8f63-a7f40988e56c,Down-sized attitude-oriented productivity,6,Medium,Simulation,21,Other,2.38,6.48,neutral,Decent ordinary decent decent.,Simulation
0f30b020-5056-464c-8264-8c8f55896d23,9523f589-a75c-4948-a164-3ed264c0a1fb,Ergonomic bandwidth-monitored conglomeration,9,Low,Sports,19,Non-binary,2.81,6.68,positive,Amazing amazing superb fantastic great excellent good.,Sports
157f56bc-c8cc-4b22-880a-a766a74523e6,6e42d0f3-5a45-4573-add8-6774c25c7b52,Streamlined disintermediate artificial intelligence,2,Low,Strategy,17,Male,3.27,6.51,negative,Horrible boring disappointed unsatisfactory worst bad hate.,Strategy
9073532a-14c7-46a5-b747-734044d3b125,7fcd6c20-bb8b-48aa-bc77-be901b8de503,Sharable scalable instruction set,10,High,Adventure,21,Non-binary,0.44,8.0,positive,Amazing great love excellent.,Adventure
171d698e-4be8-4cc0-9ab8-ca8d95168ab1,92f5d14b-9227-477d-b557-9fa8241ca898,Profit-focused 24hour moratorium,1,Medium,Simulation,20,Female,2.58,6.69,negative,Unsatisfactory awful horrible hate.,Simulation
7dbe895a-2ba8-47b3-ab54-df0322f32017,0d0456bf-d52b-4f6d-a3fa-db872b799ad7,Implemented zero administration interface,3,High,Sports,17,Male,4.01,4.55,negative,Disappointed boring awful awful terrible.,Action
21d7f53d-621a-4d82-8157-5003bfdbc974,92f8db5a-eacb-41e6-9dde-c7bf69eb116b,Implemented dedicated access,5,Medium,Strategy,15,Other,5.25,3.43,negative,Horrible worst awful horrible terrible.,Strategy
5e527469-3c86-44d0-ba50-158d056a3004,b3e90795-97a4-4c5c-9f7a-dd5c713dc32d,Multi-layered cohesive groupware,9,Ultra,Simulation,21,Male,3.56,4.27,positive,Fantastic nice superb superb love great love.,Action
29cebac5-8109-4b68-9866-3e9c101a7e08,11c608b5-4a5f-488b-893a-c41f90fbca58,Multi-tiered systematic adapter,1,High,RPG,20,Female,3.65,5.47,negative,Poor unsatisfactory disappointed boring hate poor.,RPG
2161002e-afdc-4f66-9e76-ab4d947cf0ad,d9162af1-b0db-4d01-a324-1a4f5324a126,Compatible multi-state application,2,Ultra,Sports,17,Non-binary,3.72,5.76,negative,Worst boring disappointed disappointed awful terrible unsatisfactory.,Sports
bda7453f-18cb-4c30-8f44-7216162c58ba,a2475273-250e-46b5-978a-f6e6df24c68a,Synergistic zero tolerance paradigm,10,Low,Adventure,16,Female,3.11,5.45,positive,Superb excellent superb.,Adventure
08946ca2-f970-4f73-b006-937e07f06ac9,5735c7e4-a0e8-43a9-a7c5-674494379097,Switchable zero tolerance flexibility,2,Low,Simulation,17,Other,1.63,7.86,neutral,Okay average fine fair fine.,Simulation
53f1c0a1-b450-4e80-ac2a-7bc3104e7e18,b06eddd7-58c5-4e37-b334-f9c335aee57e,Fundamental tertiary array,1,High,Strategy,21,Male,2.43,6.48,positive,Nice great nice amazing.,Strategy
34dcfc9e-7795-4b80-a996-7edd41124fd1,36fdea1f-fb61-487f-a474-0956b7921de3,Horizontal systematic analyzer,6,Medium,Simulation,17,Female,2.75,5.65,neutral,Mediocre okay decent average mediocre average.,Simulation
4a35c83b-7bdf-4c01-9eb7-9942dba53123,e4e2e619-82fc-4653-aae9-b559f262b513,Robust 4thgeneration structure,4,High,Adventure,20,Other,1.89,7.23,negative,Boring hate awful unsatisfactory hate disappointed.,Adventure
85214a6f-23b1-4e52-85ea-395a7a34b532,3539c64d-ca3d-4bae-9bd3-8af4d62fc3c1,User-centric interactive standardization,10,Low,RPG,15,Other,4.48,5.46,neutral,Acceptable not bad fine.,Action
2779a2db-4bb0-40dc-82ae-a928a0c62496,fb1d2bd6-b899-4e24-8042-3d5540bcf5a9,Secured well-modulated Local Area Network,8,High,Strategy,18,Male,3.75,5.07,positive,Love amazing superb amazing superb excellent.,Strategy
c7f05ef0-e88e-41b8-8742-9f267c9f7865,2597499a-d5d5-4da1-adb8-c91e11d63656,Universal demand-driven portal,9,Ultra,Sports,18,Female,1.96,8.0,neutral,Okay acceptable okay okay.,Sports
177c953c-6bbf-4d48-b89d-0adf2ef0d733,626e23cf-1eb8-4bd5-8aed-e4dfe51b9901,Virtual national firmware,8,Low,Simulation,19,Other,2.33,6.64,positive,Love amazing fantastic love superb.,Simulation
5f45552e-4822-4e33-aa09-77d7e4da06ca,283ebf1b-0769-457e-8d2a-dc9bfb22b41e,Monitored global info-mediaries,7,High,RPG,20,Other,3.73,4.07,negative,Awful worst awful disappointed horrible disappointed worst.,RPG
6705be2f-d27c-4e5e-bfd6-f0c88c7db77f,7b59dc72-8529-48b9-8d85-8924810c4950,Programmable upward-trending frame,1,High,RPG,16,Other,3.9,4.75,neutral,Ordinary fine ordinary standard average average average decent.,RPG
cc4d9577-f625-4b18-9189-31dddcd01297,2fd66bcf-62bb-48a9-b4de-490b61697131,Switchable tertiary moratorium,8,Medium,Sports,17,Other,3.64,4.39,neutral,Decent acceptable average acceptable.,Sports
a146bf53-f6c1-4101-b474-2bbb95ba6328,6f892d96-a1d5-40e1-bc0b-c6973014c4ff,Re-contextualized client-server project,7,High,Strategy,15,Non-binary,4.4,4.25,positive,Fantastic fantastic superb.,Strategy
bcf80584-9605-4595-83fb-edf8d68d1c71,281772ef-abf6-4932-99be-68c4196a2d44,Profound user-facing instruction set,9,High,Adventure,20,Male,2.3,6.82,positive,Excellent amazing great good.,Adventure
966a6845-b25f-404e-aaeb-9ff60905a26b,0dc7a043-e7dd-4e05-9d9e-29017fa89cda,Fully-configurable directional array,2,Medium,Action,17,Other,5.87,3.05,negative,Poor horrible boring worst bad bad.,Action
f47574f8-bc3e-459b-b844-ca069fb00530,4f0c5c02-8e3b-44d1-96bf-8cb999da5b78,Total asymmetric definition,4,High,Adventure,18,Female,1.94,7.11,negative,Poor hate horrible awful poor awful.,Adventure
f05fb56d-38c8-4f72-a2b6-0dd34288db5e,87de82f7-bd2e-4a40-bd91-e057178cb53b,Intuitive 6thgeneration emulation,5,Ultra,Adventure,17,Other,3.33,6.04,neutral,Ordinary not bad decent average acceptable mediocre okay ordinary.,Adventure
1e648169-a30a-4db3-bde0-63e84fca6cc9,e2cc53f3-3211-4344-b58e-bddd0fbc5243,Cross-group human-resource core,4,Medium,Strategy,20,Female,2.76,7.03,negative,Poor disappointed bad unsatisfactory worst boring disappointed.,Strategy
09d5a8fd-838f-4080-96d2-e1160a602f72,74942ddb-546c-4390-9a7d-99b0310c1f9d,Balanced fresh-thinking orchestration,1,Medium,Action,21,Non-binary,1.95,6.58,negative,Horrible boring hate worst poor poor unsatisfactory hate.,Action
862f7a0e-82b4-476d-b8f6-bf89ae578e29,99a40518-938e-417a-959d-3da806047582,Optional dynamic emulation,5,Ultra,Action,15,Male,3.58,5.85,neutral,Decent mediocre mediocre.,Strategy
78d6c6dd-0f0a-4138-b5f2-050375fdf3f7,9e885f10-f5dc-4238-af07-9980aa882503,Up-sized neutral circuit,1,Medium,Action,21,Non-binary,1.34,7.78,negative,Boring bad terrible terrible boring.,Action
0af95851-2e49-496c-9e8d-fd303607f7ce,c17bc246-60a4-4c9e-b827-a5c982e90d12,Triple-buffered hybrid product,7,High,Strategy,21,Other,1.25,7.95,neutral,Average standard acceptable.,Strategy
71ba6be4-2d94-4b03-bd75-de2dfd7d1a9c,bcb9a20f-f44d-4dfb-9c42-32316ba1f901,Horizontal 24hour interface,5,High,Strategy,21,Other,2.84,6.34,negative,Horrible worst disappointed hate unsatisfactory bad.,Strategy
8909214d-2374-46e7-ac44-e9c284c533d2,a9eab47b-4f83-4d52-8031-eb45abd44e87,Sharable radical focus group,10,High,Action,18,Male,3.77,5.66,positive,Love fantastic superb love.,Action
458fc1c4-bae7-42f9-8820-6587758f456d,0cccb79b-ac14-440d-bb78-936a0e093bb7,Profit-focused homogeneous policy,8,Medium,Adventure,20,Male,2.11,7.8,neutral,Fair acceptable average okay standard average.,Adventure
cb1d9e1e-af48-46e2-8c64-38202c70f320,3adc0c84-ac5a-4d95-bdbf-455499ed35b1,Realigned secondary capability,1,High,Adventure,15,Male,5.42,3.3,negative,Poor poor unsatisfactory bad.,Adventure
a76eccbc-8861-463b-92e8-dd7199ff71d6,377e9f36-785a-4ead-adaa-85ae9b07a3c0,Reduced optimal service-desk,3,High,RPG,18,Female,2.65,6.7,neutral,Standard decent okay decent acceptable.,RPG
c5b72c31-c48e-4b96-a61d-32c4c2d8da65,0cc80c89-f9a5-459e-8278-00bd96a50898,Organic background conglomeration,2,Medium,Action,16,Other,4.92,3.31,positive,Nice love awesome excellent great.,Action
7e6eae9f-ec6a-4e17-85e1-6597e72e7b34,7647d462-4d4b-413c-80f5-fcdfb33fc989,Multi-lateral client-server hardware,4,Medium,RPG,17,Other,3.74,4.22,positive,Love good fantastic awesome superb amazing superb.,RPG
e8994e0d-0100-453d-a0ae-5ab3c7b028cd,61cddf38-2a6f-4b1e-aaeb-1ca498405ebd,Down-sized local complexity,10,Medium,Action,18,Non-binary,3.64,5.62,neutral,Decent ordinary decent ordinary decent not bad.,Action
9f25ec53-72dd-4a16-915b-a735207fa491,bfc8326b-70ae-45e5-8ab1-d07970be3fde,Multi-channeled disintermediate emulation,9,Low,Simulation,16,Other,3.17,5.41,positive,Good love amazing amazing.,Simulation
0d6a4053-acf2-4aa6-835b-f5adecb14475,b6d63ca2-1ccf-4331-a070-4c6381b5511e,Integrated discrete projection,3,Low,Strategy,16,Other,4.56,5.27,negative,Disappointed disappointed horrible worst horrible.,Strategy
7dd8efe2-3d88-4d2d-bc3f-a85bab4d785f,4cff49ee-4cba-44c1-9aa3-7966f55f83b3,Profound transitional toolset,8,Ultra,RPG,17,Non-binary,3.99,5.08,neutral,Fair ordinary fine standard.,RPG
a0b1874c-4175-452a-aa20-4d8de5e07178,2f7ebf74-58c9-48d6-8ebc-3e64f9d9abd3,Customizable systematic knowledge user,4,Medium,Adventure,21,Female,1.52,7.93,positive,Excellent superb superb excellent nice good.,Adventure
3fed3b28-50b5-4133-998c-9327c83acc4e,490afef4-f622-40c0-a45e-b77aa266ec5c,Fully-configurable demand-driven toolset,7,Ultra,Sports,15,Other,6.0,3.08,neutral,Okay okay ordinary.,Sports
bd0a7706-cba5-4f7d-b1ab-85800320710d,78ad7d02-0ba7-4e0d-a98b-b361362824ab,Integrated human-resource policy,4,Low,Simulation,18,Male,4.37,4.62,negative,Terrible poor disappointed.,Simulation
e7d31d1b-0786-4fc9-8c0f-ea68fed2d1ef,3f782a5e-b901-48f4-a388-f24ab4633d45,Optional object-oriented moratorium,9,Low,RPG,18,Non-binary,3.32,5.79,positive,Great fantastic satisfied nice awesome amazing.,Sports
c58fc576-cc5a-487d-ae75-3fba9c13ac50,d3621137-5bf7-44dd-b0a1-6c3f92603b68,De-engineered scalable moderator,8,Ultra,Sports,20,Other,3.71,5.59,neutral,Decent acceptable acceptable standard fine.,Sports
42738a9a-200b-4b86-a223-454f94941505,89b01ab8-1aff-4579-a3e5-a32c374d0396,Universal contextually-based policy,2,Ultra,Sports,19,Male,3.35,5.79,negative,Hate hate bad horrible.,Sports
ecd66e23-0317-4817-81ae-8c6ace21fc58,938d2277-b331-490f-ba81-06238857d4d6,Triple-buffered next generation time-frame,10,Medium,Action,18,Non-binary,3.88,4.51,negative,Bad bad boring poor.,Action
3c8fb2a4-576e-41dc-84d1-0f88fabd2972,3dcf3ef8-c685-4576-b3a1-11aa0b261547,Right-sized 4thgeneration application,9,Ultra,Action,21,Female,2.26,5.99,positive,Excellent excellent amazing excellent awesome.,Action
36eb05c9-d093-4305-907b-edfb4bac9f53,9109960f-b465-44b4-8940-ae6184bb2d92,Pre-emptive intangible Graphical User Interface,8,Medium,Strategy,21,Female,2.89,6.74,positive,Nice awesome awesome love.,Strategy
ddbc8eea-a221-4b58-bef3-a7b84a219acc,95255749-3245-4943-a92b-e79b9b01a2eb,Implemented 4thgeneration pricing structure,1,Medium,Strategy,21,Male,2.75,6.75,negative,Boring worst horrible terrible bad.,Strategy
f024cd7e-95a5-45b1-89b3-7cbefed2d75c,c3aebabf-4a70-4863-bddd-0fbadb99ac3e,Customer-focused static circuit,10,Low,Adventure,21,Other,0.99,7.31,neutral,Standard okay fine ordinary not bad acceptable standard.,Adventure
c7261f09-3ce0-4318-8faf-b7cf310ffb0a,90f4faad-c6ce-4362-81c5-f3b7bb22971a,Programmable solution-oriented workforce,7,Low,Sports,15,Male,4.15,5.36,neutral,Average average okay acceptable.,Sports
2e553c20-d970-40fc-a59d-55aeeb6b79f6,0e05e811-5901-44ca-917d-2c405d9c5f70,Function-based multimedia neural-net,6,Ultra,RPG,21,Female,2.59,6.35,negative,Terrible horrible boring bad bad poor.,RPG
4c2b645d-35fc-4234-8c30-7a77e9f54f95,0d9e137f-37af-4d42-8e9e-25697a0ec5da,Self-enabling eco-centric software,4,Medium,Sports,17,Non-binary,3.92,5.18,negative,Disappointed worst worst bad.,Simulation
df972f02-d826-48f1-9a95-4d9d0e100d96,88c45230-4eac-48d7-89fd-c464d32cf40d,Switchable foreground strategy,3,Medium,Action,21,Male,3.92,6.02,negative,Worst horrible hate.,Sports
92a1b2d3-34cd-4aad-a077-bfdcbe5e6eb2,b43cfc9a-d2dc-45b3-b1ad-3c375a8c6307,Automated zero administration Graphic Interface,9,Ultra,Simulation,19,Other,3.53,5.17,positive,Excellent awesome good satisfied amazing great.,Simulation
0548df1c-bf7c-47e0-b147-ba8fbbae8a84,354121e6-c6a6-4b9b-b537-e036b2163767,Down-sized discrete emulation,10,High,Adventure,20,Male,1.56,6.43,positive,Satisfied great good love.,RPG
bf5fe3f1-5a58-406e-a993-eaad61c53603,731e54a0-352c-4e89-bddc-f6233718ad6c,Vision-oriented solution-oriented monitoring,10,Medium,Simulation,21,Male,3.02,5.66,positive,Amazing superb excellent fantastic nice excellent.,Simulation
31146808-6695-40b5-ad37-8f422bfec40f,0afd1679-6a1f-4ce4-81d0-86e9fac0c80e,Business-focused fault-tolerant firmware,3,Low,Sports,21,Other,3.03,6.13,neutral,Okay okay okay fine standard fine fair fair.,Sports
80d66deb-1af6-4d02-8b6e-1b1227ceeecf,547cb86c-7360-4f55-924c-7b5bbf961ba0,Configurable multi-tasking strategy,4,Ultra,Simulation,15,Female,3.88,4.82,negative,Horrible awful poor bad worst poor hate.,Simulation
93098c42-e82a-46bf-9e19-16ed5a28aa7c,abd2a10c-c70f-4ad8-830d-2b4d581c4c49,Monitored heuristic service-desk,6,Low,Sports,15,Non-binary,6.0,3.01,neutral,Okay decent okay fine standard mediocre standard.,Sports
9568e386-d613-4108-ace3-e3e5ebb2a389,a0a42e98-9f55-43ed-9dff-1080ddacd6f1,Open-architected 4thgeneration definition,10,Low,Adventure,16,Non-binary,4.92,4.97,neutral,Fair average fine fair.,Adventure
1676a511-ffa1-4203-8c46-26f4fa9a829f,3644fca8-7acb-4ced-8889-3538efa703aa,Optional dedicated access,2,Low,RPG,15,Other,5.96,3.23,negative,Awful disappointed awful disappointed horrible unsatisfactory.,RPG
11d6d424-a874-434a-88f3-23e1f988ed6e,71ec6484-b4f7-492c-a555-5b858898f4f9,Total fault-tolerant methodology,2,High,Strategy,17,Male,3.6,4.32,negative,Poor bad hate boring worst worst disappointed.,Strategy
401c53bb-4def-4376-9756-ba69da4c583c,bcadce35-0113-4073-893b-ef2d97b3f08b,Vision-oriented client-server monitoring,7,Low,Action,19,Non-binary,3.72,5.53,positive,Great nice superb awesome fantastic amazing fantastic amazing.,Action
e67f2dee-8d1a-4ff2-bcfa-fe5f70e08711,dcfbc5fc-fb1b-4f46-83a6-de7342f01b65,Re-engineered system-worthy task-force,9,High,RPG,18,Female,3.69,4.74,neutral,Decent ordinary fine acceptable ordinary acceptable fair fair.,RPG
c933a9d2-02bc-49b7-aa64-2f221cb1bfb6,3b231bec-ad0a-43c2-8a05-8b221f6751c4,Compatible mission-critical software,8,Low,Adventure,21,Female,1.7,6.9,neutral,Decent okay mediocre fair.,Adventure
b4bb87c1-969e-47fc-aef1-ffbde0459b62,4ea02d64-9148-45af-a99a-4837bf5ca007,Digitized contextually-based success,9,Ultra,Action,21,Other,3.38,5.14,positive,Fantastic awesome fantastic.,Action
